state_abbr,state,year,yearend,topic,question,value,datavaluetype,datavalueunit,group_type,group
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,12.9,Crude Prevalence,%,Sex,Male
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,14.8,Crude Prevalence,%,Age,Age 45-64
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",221.2,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.2,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",96.0,Number,Number,Sex,Female
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",8488.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
ME,Maine,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",22.0,Number,Number,Overall,Overall
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,12.2,Crude Prevalence,%,Race/Ethnicity,Hispanic
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",160.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",54.9,Crude Rate,"cases per 100,000",Age,Age 45-64
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.0,Crude Rate,"cases per 100,000",Age,Age >=65
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",654.0,Number,Number,Age,Age 45-64
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",83.5,Crude Rate,"cases per 100,000",Age,Age 45-64
KS,Kansas,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,12.7,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",121.9,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",71.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.9,Crude Rate,"cases per 100,000",Age,Age >=65
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",269.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,13.6,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
MA,Massachusetts,2020,2020,Diabetes,Diabetes among adults,8.9,Crude Prevalence,%,Overall,Overall
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",42.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,14.5,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,21.1,Age-adjusted Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,2.9,Crude Prevalence,%,Age,Age 18-44
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,10.6,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",85.9,Age-adjusted Rate,"cases per 100,000",Sex,Female
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",41.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",8.1,Crude Rate,"cases per 100,000",Age,Age 0-44
IA,Iowa,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.9,Crude Prevalence,%,Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",181.3,Age-adjusted Rate,"cases per 100,000",Sex,Male
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.4,Crude Rate,"cases per 100,000",Overall,Overall
ID,Idaho,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",8.2,Crude Rate,"cases per 100,000",Age,Age >=65
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",34.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.5,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",134.1,Crude Rate,"cases per 100,000",Sex,Male
IL,Illinois,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,13.5,Crude Prevalence,%,Race/Ethnicity,Hispanic
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,9.5,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1435.0,Number,Number,Age,Age 45-64
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,18.5,Crude Prevalence,%,Age,Age >=65
ME,Maine,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.9,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,13.0,Age-adjusted Prevalence,%,Sex,Female
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,11.3,Age-adjusted Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",20.0,Number,Number,Age,Age >=65
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",5.5,Crude Rate,"cases per 100,000",Age,Age 0-44
ME,Maine,2020,2020,Diabetes,Diabetes among adults,12.2,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,20.7,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.6,Crude Rate,"cases per 100,000",Sex,Female
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",134.3,Age-adjusted Rate,"cases per 100,000",Sex,Male
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",51.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Multiracial, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,8.4,Age-adjusted Prevalence,%,Sex,Male
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",147.6,Crude Rate,"cases per 100,000",Overall,Overall
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,19.4,Crude Prevalence,%,Age,Age >=65
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",112.9,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,Diabetes among adults,8.7,Crude Prevalence,%,Sex,Female
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",117.0,Number,Number,Sex,Male
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.7,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1889.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",43.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,2.5,Crude Prevalence,%,Age,Age 18-44
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,9.5,Age-adjusted Prevalence,%,Overall,Overall
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",20.0,Number,Number,Age,Age 0-44
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",60.1,Age-adjusted Rate,"cases per 100,000",Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",196.8,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,12.1,Crude Prevalence,%,Overall,Overall
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",62.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",91.4,Age-adjusted Rate,"cases per 100,000",Overall,Overall
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,10.4,Crude Prevalence,%,Sex,Male
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",21.0,Number,Number,Age,Age 0-44
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,11.6,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",81.4,Crude Rate,"cases per 100,000",Age,Age 45-64
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",32.0,Number,Number,Age,Age 0-44
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,10.7,Age-adjusted Prevalence,%,Overall,Overall
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.8,Crude Rate,"cases per 100,000",Age,Age 45-64
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.2,Crude Rate,"cases per 100,000",Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",204.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,9.1,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",42.0,Number,Number,Sex,Male
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,10.8,Age-adjusted Prevalence,%,Sex,Female
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",55.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,9.2,Age-adjusted Prevalence,%,Sex,Male
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.1,Crude Rate,"cases per 100,000",Age,Age 0-44
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",739.0,Number,Number,Sex,Male
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",89.0,Crude Rate,"cases per 100,000",Sex,Female
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,20.3,Crude Prevalence,%,Age,Age >=65
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",101.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",245.0,Number,Number,Age,Age 0-44
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",161.0,Number,Number,Sex,Male
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",57.2,Crude Rate,"cases per 100,000",Race/Ethnicity,Hispanic
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,11.8,Crude Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
ME,Maine,2020,2020,Diabetes,Diabetes among adults,12.2,Crude Prevalence,%,Age,Age 45-64
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1713.0,Number,Number,Age,Age >=65
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1241.0,Number,Number,Sex,Male
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",14008.0,Number,Number,Overall,Overall
HI,Hawaii,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,15.0,Crude Prevalence,%,Race/Ethnicity,Hispanic
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",111.3,Crude Rate,"cases per 100,000",Overall,Overall
ME,Maine,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",22.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.6,Crude Rate,"cases per 100,000",Age,Age 45-64
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.0,Crude Rate,"cases per 100,000",Age,Age 0-44
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.8,Age-adjusted Rate,"cases per 100,000",Overall,Overall
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,17.5,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.7,Crude Rate,"cases per 100,000",Sex,Female
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,10.1,Age-adjusted Prevalence,%,Overall,Overall
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,6.7,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",105.0,Number,Number,Age,Age 45-64
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.6,Age-adjusted Rate,"cases per 100,000",Overall,Overall
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",90.0,Crude Rate,"cases per 100,000",Overall,Overall
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",668.9,Crude Rate,"cases per 100,000",Age,Age >=65
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,8.3,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,10.0,Age-adjusted Prevalence,%,Sex,Female
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.1,Crude Rate,"cases per 100,000",Age,Age 0-44
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1500.0,Number,Number,Overall,Overall
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.5,Crude Rate,"cases per 100,000",Age,Age 45-64
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",82.8,Age-adjusted Rate,"cases per 100,000",Sex,Female
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Crude Rate,"cases per 100,000",Sex,Female
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",8061.0,Number,Number,Overall,Overall
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.0,Crude Rate,"cases per 100,000",Sex,Female
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,15.5,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.3,Crude Rate,"cases per 100,000",Sex,Male
